"year";"month";"TN";"TP";"chla";"din";"dip";"prim";"KrIltSv";"IltSv";"IIltSv";"N.load";"P.load";"Q.load";"temp";"gr";"vmp"
"229";2001;1;1.353;0.0558;0.00181;1.093;0.0402;0.022;0;0;6;118.995;5.037;36.583;1.41;15.46;2
"230";2001;2;1.3;0.0484;0.00264;0.976;0.0325;0.1663;0;0;9;113.893;3.734;34.662;1.37;47.22;2
"231";2001;3;1.028;0.0145;0.01086;0.622;0.0026;0.4145;0;0;6;98.872;3.756;31.813;2.04;96.27;2
"232";2001;4;0.938;0.0159;0.004;0.533;0.0033;0.1775;0;0;10;100.031;3.564;30.871;5.6;135.38;2
"233";2001;5;0.819;0.0318;0.00831;0.314;0.0025;1.3781;0;0;15;82.238;2.999;28.864;12.84;228.6;2
"234";2001;6;0.678;0.0434;0.01521;0.044;0.003;3.0998;1;0;11;70.856;2.722;27.745;14.28;223.5;2
"235";2001;7;0.69;0.1598;0.00908;0.08;0.1059;1.7315;15;0;4;55.172;2.1;23.288;19.12;240.83;2
"236";2001;8;0.749;0.2362;0.0257;0.08;0.1;2.9526;6;0;8;53.449;1.833;23.764;18.35;160.12;2
"237";2001;9;0.87;0.1838;0.01766;0.231;0.1175;1.4715;2;1;9;77.249;2.69;31.262;14.87;92.42;2
"238";2001;10;0.846;0.0966;0.01397;0.313;0.0595;0.8099;0;2;12;96.294;3.67;35.239;12.76;47.65;2
"239";2001;11;0.888;0.0637;0.00499;0.425;0.0412;0.0408;0;0;6;97.149;3.317;33.59;7.5;29.52;2
"240";2001;12;1.065;0.0557;0.00221;0.613;0.0385;0.0201;0;0;6;101.799;4.479;34.137;3.75;14.69;2
"241";2002;1;1.058;0.0542;0.00242;0.675;0.0382;0.0151;0;0;6;129.577;6.436;41.166;1.41;15.13;2
"242";2002;2;1.15;0.0419;0.00321;0.754;0.0282;0.1119;0;0;8;146.335;4.38;47.513;4.44;46.55;2
"243";2002;3;1.183;0.0248;0.01582;0.745;0.0116;0.8856;0;0;8;155.302;5.738;51.284;4.02;107.62;2
"244";2002;4;1.095;0.0258;0.00807;0.627;0.0097;0.6029;0;1;10;95.953;4.279;32.486;8.09;154.84;2
"245";2002;5;0.822;0.0289;0.00969;0.276;0.0059;0.8082;2;1;11;82.335;3.278;31.267;13.97;210.68;2
"246";2002;6;0.661;0.0595;0.01375;0.018;0.0134;2.0373;0;1;14;71.203;2.733;29.027;17.89;252.71;2
"247";2002;7;0.633;0.0753;0.00758;0.06;0.0375;1.0776;8;3;11;77.667;2.796;31.731;19.29;210.76;2
"248";2002;8;1.05;0.3178;0.01602;0.3;0.2226;1.7911;14;1;0;60.988;2.066;26.386;21.08;184.2;2
"249";2002;9;1.13;0.294;0.0302;0.277;0.197;1.8085;1;0;17;54.985;1.811;24.089;16.68;139.43;2
"250";2002;10;0.751;0.1362;0.02948;0.046;0.0758;1.1379;1;0;8;71.427;2.363;28.754;8.49;58.16;2
"251";2002;11;0.738;0.0792;0.00491;0.322;0.0552;0.0792;1;1;5;79.392;2.484;29.786;4.3;19.92;2
"252";2002;12;1.45;0.0642;0.00154;0.985;0.0492;0.0114;0;0;5;80.46;2.588;29.034;1.99;9.79;2
"253";2003;1;1.325;0.06;0.00165;0.86;0.0515;0.0071;0;0;3;80.378;2.49;30.506;2.75;19.88;2
"254";2003;2;1.15;0.052;5e-04;0.828;0.042;0.0461;0;0;2;72.871;3.067;26.146;0.02;50.13;2
"255";2003;3;0.955;0.0296;0.01757;0.479;0.0062;0.3831;0;0;10;72.106;2.512;26.641;3.7;112.79;2
"256";2003;4;0.776;0.023;0.00407;0.307;0.0058;0.4554;0;0;8;62.409;2.004;24.132;7.78;183.9;2
"257";2003;5;0.499;0.0259;0.00948;0.127;0.005;1.1462;0;1;10;65.251;2.634;26.518;12.46;178.38;2
"258";2003;6;0.543;0.0552;0.01129;0.054;0.0142;1.5157;7;3;8;61.37;2.814;23.731;17.17;225.46;2
"259";2003;7;0.568;0.0968;0.01255;0.071;0.0353;2.1853;10;1;4;67.296;2.293;25.983;19.63;218.59;2
"260";2003;8;0.79;0.3113;0.03561;0.25;0.2188;1.6497;8;1;5;47.856;1.352;20.73;20.63;210.87;2
"261";2003;9;0.579;0.158;0.03091;0.038;0.0819;1.178;4;3;9;47.603;1.244;21.19;15.71;122.4;2
"262";2003;10;0.474;0.0982;0.00356;0.158;0.0686;0.12;0;2;7;49.996;1.903;21.823;9.83;77.08;2
"263";2003;11;0.612;0.0702;0.00166;0.291;0.044;0.0376;0;1;5;65.394;2.294;25.104;6.48;21.12;2
"264";2003;12;0.798;0.0478;0.0021;0.435;0.0312;0.0095;0;0;4;76.112;2.689;28.37;3.77;14.67;2
"265";2004;1;0.987;0.0375;0.00052;0.65;0.029;0.0122;0;0;6;101.279;NA;NA;1.34;16.23;3
"266";2004;2;1.005;0.0355;0.00572;0.697;0.0188;0.1867;0;0;6;118.687;NA;NA;0.84;60.5;3
"267";2004;3;0.811;0.0187;0.00864;0.496;0.0012;0.3173;0;0;10;100.009;NA;NA;3.57;105.43;3
"268";2004;4;0.761;0.0271;0.00432;0.37;0.0016;0.2559;0;0;8;88.294;NA;NA;8.41;148.87;3
"269";2004;5;0.699;0.0494;0.00706;0.232;0.0024;1.6133;0;0;8;68.168;NA;NA;13.07;224.32;3
"270";2004;6;0.532;0.0262;0.00867;0.04;0.0053;1.5949;0;1;5;53.328;NA;NA;14.95;217.58;3
"271";2004;7;0.529;0.0438;0.00783;0.082;0.0115;2.1884;3;1;6;51.029;NA;NA;16.55;209.05;3
"272";2004;8;0.735;0.153;0.00513;0.17;0.1031;3.3955;7;1;2;46.843;NA;NA;19.83;190.78;3
"273";2004;9;0.622;0.1293;0.01007;0.143;0.0902;2.1525;2;2;6;59.422;NA;NA;15.86;133.53;3
"274";2004;10;0.648;0.0642;0.00411;0.275;0.0428;0.2025;0;1;5;80.417;NA;NA;9.63;62.01;3
"275";2004;11;0.805;0.0541;0.00214;0.423;0.038;0.053;0;0;8;89.029;NA;NA;6.52;25.3;3
"276";2004;12;0.795;0.0395;0.00082;0.478;0.03;0.0204;0;0;4;100.432;NA;NA;4.45;14.83;3
"277";2005;1;1.008;0.0313;0.00176;0.692;0.0177;0.0114;0;0;6;119.873;NA;NA;2.36;23.3;3
"278";2005;2;1.075;0.0251;0.00131;0.863;0.0131;0.0172;0;0;8;85.065;NA;NA;0.63;53.03;3
"279";2005;3;1.135;0.0182;0.00601;0.767;0.0023;0.517;0;0;7;100.291;NA;NA;2.02;118.38;3
"280";2005;4;0.789;0.0185;0.0041;0.496;0.001;0.5281;0;0;9;71.296;NA;NA;7.45;178.31;3
"281";2005;5;0.702;0.0268;0.0054;0.301;0.0014;0.907;0;0;10;63.439;NA;NA;12.36;221.4;3
"282";2005;6;0.463;0.0403;0.00906;0.05;0.0053;2.0064;1;0;10;51.139;NA;NA;16.24;236.9;3
"283";2005;7;0.678;0.1485;0.00622;0.197;0.0919;2.7049;7;1;3;43.575;NA;NA;19.19;201.66;3
"284";2005;8;0.564;0.131;0.00897;0.086;0.0755;2.4835;4;4;4;47.673;NA;NA;17.2;167.12;3
"285";2005;9;0.392;0.0971;0.00582;0.039;0.0569;0.8397;5;0;4;42.372;NA;NA;16.34;132.18;3
"286";2005;10;0.473;0.0764;0.00701;0.12;0.0394;0.6894;5;0;6;51.442;NA;NA;11.95;74.2;3
"287";2005;11;0.558;0.0547;0.00282;0.268;0.0363;0.0585;0;0;7;68.095;NA;NA;7.26;25.59;3
"288";2005;12;0.595;0.0462;0.0011;0.331;0.028;0.0318;0;0;4;65.919;NA;NA;3.79;14.7;3
"289";2006;1;0.807;0.0407;0.00136;0.575;0.0277;0.0118;0;0;6;122.375;NA;NA;-0.74;24.18;3
"290";2006;2;0.798;0.0244;0.00554;0.532;0.0074;0.2873;0;0;9;113.63;NA;NA;0.06;37.4;3
"291";2006;3;0.709;0.0148;0.00121;0.446;0.0012;0.091;0;0;8;115.208;NA;NA;0.78;105.2;3
"292";2006;4;0.696;0.02;0.00189;0.399;0.001;0.1549;0;0;9;90.732;NA;NA;5.52;142.03;3
"293";2006;5;0.591;0.0378;0.00707;0.181;0.0036;1.373;0;0;13;75.526;NA;NA;12.28;216.65;3
"294";2006;6;0.432;0.0674;0.01159;0.037;0.014;2.3512;2;1;7;61.198;NA;NA;16.16;239.82;3
"295";2006;7;0.665;0.2489;0.00514;0.194;0.1622;1.8113;12;0;0;55.374;NA;NA;20.81;256.6;3
"296";2006;8;0.975;0.341;0.02043;0.361;0.248;2.7933;9;0;3;51.537;NA;NA;20.13;174.18;3
"297";2006;9;1.018;0.2362;0.02934;0.293;0.1444;3.8355;2;2;6;58.042;NA;NA;16.97;129.28;3
"298";2006;10;0.661;0.1375;0.01579;0.198;0.0772;1.0872;5;2;2;76.244;NA;NA;14.47;61.05;3
"299";2006;11;0.833;0.0583;0.00226;0.48;0.0307;0.0904;0;0;6;87.738;NA;NA;8.28;25.99;3
"300";2006;12;0.82;0.0703;0.00172;0.59;0.0253;0.0409;0;0;5;103.756;NA;NA;6.67;12.52;3
